-182.995, 72.948, 1.918,  7.606
-182.989, 72.885, 1.925,  7.639
-182.983, 72.820, 1.932,  7.672
-182.978, 72.756, 1.939,  7.705
-182.972, 72.692, 1.946,  7.738
-182.967, 72.627, 1.952,  7.771
-182.961, 72.562, 1.959,  7.804
-182.955, 72.497, 1.966,  7.837
-182.950, 72.431, 1.973,  7.870
-182.944, 72.365, 1.980,  7.903
-182.939, 72.299, 1.987,  7.936
-182.933, 72.233, 1.994,  7.969
-182.928, 72.167, 2.000,  8.002
-182.922, 72.100, 2.007,  8.035
-182.917, 72.033, 2.014,  8.068
-182.911, 71.966, 2.021,  8.101
-182.906, 71.899, 2.028,  8.134
-182.901, 71.831, 2.035,  8.167
-182.895, 71.764, 2.042,  8.200
-182.890, 71.696, 2.049,  8.233
-182.884, 71.627, 2.055,  8.266
-182.879, 71.559, 2.062,  8.299
-182.874, 71.490, 2.069,  8.332
-182.868, 71.421, 2.076,  8.365
-182.863, 71.352, 2.083,  8.398
-182.858, 71.283, 2.090,  8.431
-182.853, 71.213, 2.097,  8.464
-182.847, 71.143, 2.104,  8.497
-182.842, 71.073, 2.111,  8.530
-182.837, 71.003, 2.118,  8.563
-182.832, 70.932, 2.125,  8.596
-182.827, 70.861, 2.132,  8.629
-182.822, 70.790, 2.139,  8.662
-182.817, 70.719, 2.146,  8.695
-182.812, 70.647, 2.153,  8.728
-182.807, 70.575, 2.160,  8.761
-182.801, 70.503, 2.167,  8.794
-182.796, 70.431, 2.174,  8.827
-182.792, 70.359, 2.181,  8.860
-182.787, 70.286, 2.188,  8.893
-182.782, 70.213, 2.195,  8.926
-182.777, 70.140, 2.202,  8.959
-182.772, 70.067, 2.209,  8.992
-182.767, 69.993, 2.216,  9.025
-182.762, 69.919, 2.223,  9.058
-182.757, 69.845, 2.230,  9.091
-182.752, 69.771, 2.237,  9.124
-182.748, 69.696, 2.244,  9.157
-182.743, 69.621, 2.251,  9.190
-182.738, 69.546, 2.258,  9.223
-182.733, 69.471, 2.266,  9.256
-182.729, 69.395, 2.273,  9.289
-182.724, 69.319, 2.280,  9.322
-182.719, 69.243, 2.287,  9.355
-182.715, 69.167, 2.294,  9.388
-182.710, 69.091, 2.301,  9.421
-182.705, 69.014, 2.308,  9.454
-182.701, 68.937, 2.316,  9.487
-182.696, 68.860, 2.323,  9.520
-182.692, 68.782, 2.330,  9.553
-182.687, 68.704, 2.337,  9.586
-182.683, 68.626, 2.344,  9.619
-182.678, 68.548, 2.352,  9.652
-182.674, 68.470, 2.359,  9.685
-182.670, 68.391, 2.366,  9.718
-182.665, 68.312, 2.373,  9.751
-182.661, 68.233, 2.380,  9.784
-182.656, 68.154, 2.388,  9.817
-182.652, 68.074, 2.395,  9.850
-182.648, 67.994, 2.402,  9.883
-182.643, 67.914, 2.410,  9.916
-182.639, 67.833, 2.417,  9.949
-182.635, 67.753, 2.424,  9.982
-182.631, 67.672, 2.432, 10.015
-182.626, 67.591, 2.439, 10.048
-182.622, 67.509, 2.446, 10.081
-182.618, 67.428, 2.454, 10.114
-182.614, 67.346, 2.461, 10.147
-182.610, 67.264, 2.469, 10.180
-182.606, 67.181, 2.476, 10.213
-182.602, 67.099, 2.484, 10.246
-182.598, 67.016, 2.491, 10.279
-182.594, 66.933, 2.499, 10.312
-182.590, 66.849, 2.506, 10.345
-182.586, 66.766, 2.514, 10.378
-182.582, 66.682, 2.521, 10.411
-182.578, 66.598, 2.529, 10.444
-182.574, 66.513, 2.537, 10.477
-182.570, 66.429, 2.544, 10.510
-182.566, 66.344, 2.552, 10.543
-182.562, 66.259, 2.559, 10.576
-182.558, 66.173, 2.567, 10.609
-182.554, 66.087, 2.575, 10.642
-182.551, 66.001, 2.583, 10.675
-182.547, 65.915, 2.590, 10.708
-182.543, 65.829, 2.598, 10.741
-182.539, 65.742, 2.606, 10.774
-182.536, 65.655, 2.614, 10.807
-182.532, 65.568, 2.621, 10.840
-182.528, 65.480, 2.629, 10.873
-182.524, 65.393, 2.637, 10.906
-182.521, 65.305, 2.645, 10.939
-182.517, 65.216, 2.653, 10.972
-182.514, 65.128, 2.661, 11.005
-182.510, 65.039, 2.669, 11.038
-182.506, 64.950, 2.677, 11.071
-182.503, 64.860, 2.685, 11.104
-182.499, 64.771, 2.693, 11.137
-182.496, 64.681, 2.701, 11.170
-182.492, 64.591, 2.709, 11.203
-182.489, 64.500, 2.717, 11.236
-182.485, 64.410, 2.725, 11.269
-182.482, 64.319, 2.733, 11.302
-182.478, 64.227, 2.742, 11.335
-182.475, 64.136, 2.750, 11.368
-182.472, 64.044, 2.758, 11.401
-182.468, 63.952, 2.767, 11.434
-182.465, 63.860, 2.775, 11.467
-182.462, 63.767, 2.784, 11.500
-182.458, 63.674, 2.792, 11.533
-182.455, 63.581, 2.801, 11.566
-182.452, 63.487, 2.809, 11.599
-182.448, 63.393, 2.818, 11.632
-182.445, 63.299, 2.826, 11.665
-182.442, 63.205, 2.835, 11.698
-182.439, 63.110, 2.844, 11.731
-182.435, 63.015, 2.852, 11.764
-182.432, 62.920, 2.861, 11.797
-182.429, 62.825, 2.870, 11.830
-182.426, 62.729, 2.879, 11.863
-182.423, 62.633, 2.887, 11.896
-182.420, 62.536, 2.896, 11.929
-182.417, 62.439, 2.905, 11.962
-182.413, 62.342, 2.914, 11.995
-182.410, 62.245, 2.923, 12.028
-182.407, 62.147, 2.932, 12.061
-182.404, 62.050, 2.941, 12.094
-182.401, 61.951, 2.950, 12.127
-182.398, 61.853, 2.960, 12.160
-182.395, 61.754, 2.969, 12.193
-182.392, 61.655, 2.978, 12.226
-182.389, 61.555, 2.987, 12.259
-182.386, 61.456, 2.997, 12.292
-182.383, 61.355, 3.006, 12.325
-182.380, 61.255, 3.015, 12.358
-182.378, 61.154, 3.025, 12.391
-182.375, 61.053, 3.034, 12.424
-182.372, 60.952, 3.044, 12.457
-182.369, 60.850, 3.053, 12.490
-182.366, 60.748, 3.063, 12.523
-182.363, 60.646, 3.072, 12.556
-182.360, 60.543, 3.082, 12.589
-182.358, 60.440, 3.092, 12.622
-182.355, 60.337, 3.101, 12.655
-182.352, 60.234, 3.111, 12.688
-182.349, 60.130, 3.121, 12.721
-182.346, 60.026, 3.131, 12.754
-182.344, 59.921, 3.140, 12.787
-182.341, 59.816, 3.150, 12.820
-182.338, 59.711, 3.160, 12.853
-182.335, 59.605, 3.170, 12.886
-182.333, 59.499, 3.180, 12.919
-182.330, 59.393, 3.190, 12.952
-182.327, 59.287, 3.200, 12.985
-182.325, 59.180, 3.210, 13.018
-182.322, 59.072, 3.221, 13.051
-182.319, 58.965, 3.231, 13.084
-182.317, 58.857, 3.241, 13.117
-182.314, 58.749, 3.251, 13.150
-182.312, 58.640, 3.262, 13.183
-182.309, 58.531, 3.272, 13.216
-182.306, 58.422, 3.282, 13.249
-182.304, 58.312, 3.293, 13.282
-182.301, 58.202, 3.303, 13.315
-182.299, 58.092, 3.314, 13.348
-182.296, 57.981, 3.324, 13.381
-182.294, 57.870, 3.335, 13.414
-182.291, 57.759, 3.345, 13.447
-182.289, 57.647, 3.356, 13.480
-182.286, 57.535, 3.367, 13.513
-182.284, 57.422, 3.378, 13.546
-182.281, 57.309, 3.388, 13.579
-182.279, 57.196, 3.399, 13.612
-182.276, 57.083, 3.410, 13.645
-182.274, 56.969, 3.421, 13.678
-182.271, 56.855, 3.432, 13.711
-182.269, 56.740, 3.443, 13.744
-182.267, 56.625, 3.454, 13.777
-182.264, 56.509, 3.465, 13.810
-182.262, 56.394, 3.476, 13.843
-182.259, 56.278, 3.487, 13.876
-182.257, 56.161, 3.499, 13.909
-182.255, 56.044, 3.510, 13.942
-182.252, 55.927, 3.521, 13.975
-182.250, 55.809, 3.532, 14.008
-182.248, 55.691, 3.544, 14.041
-182.245, 55.573, 3.555, 14.074
-182.243, 55.454, 3.567, 14.107
-182.241, 55.335, 3.578, 14.140
-182.239, 55.215, 3.590, 14.173
-182.236, 55.095, 3.601, 14.206
-182.234, 54.975, 3.613, 14.239
-182.232, 54.854, 3.625, 14.272
-182.230, 54.733, 3.636, 14.305
-182.227, 54.612, 3.648, 14.338
-182.225, 54.490, 3.660, 14.371
-182.223, 54.368, 3.672, 14.404
-182.221, 54.245, 3.684, 14.437
-182.218, 54.122, 3.696, 14.470
-182.216, 53.998, 3.708, 14.503
-182.214, 53.875, 3.720, 14.536
-182.212, 53.750, 3.732, 14.569
-182.210, 53.626, 3.744, 14.602
-182.207, 53.501, 3.756, 14.635
-182.205, 53.375, 3.768, 14.668
-182.203, 53.249, 3.780, 14.701
-182.201, 53.123, 3.793, 14.734
-182.199, 52.996, 3.805, 14.767
-182.197, 52.869, 3.817, 14.800
-182.195, 52.741, 3.830, 14.833
-182.193, 52.614, 3.842, 14.866
-182.190, 52.485, 3.855, 14.899
-182.188, 52.356, 3.867, 14.932
-182.186, 52.227, 3.880, 14.965
-182.184, 52.097, 3.893, 14.998
-182.182, 51.967, 3.905, 15.031
-182.180, 51.837, 3.918, 15.064
-182.178, 51.706, 3.930, 15.097
-182.176, 51.575, 3.943, 15.130
-182.174, 51.443, 3.956, 15.163
-182.172, 51.311, 3.968, 15.196
-182.170, 51.178, 3.981, 15.229
-182.168, 51.045, 3.993, 15.262
-182.166, 50.912, 4.006, 15.295
-182.164, 50.778, 4.018, 15.328
-182.162, 50.644, 4.031, 15.361
-182.160, 50.509, 4.043, 15.394
-182.158, 50.374, 4.056, 15.427
-182.156, 50.239, 4.068, 15.460
-182.154, 50.103, 4.080, 15.493
-182.152, 49.966, 4.093, 15.526
-182.150, 49.830, 4.105, 15.559
-182.148, 49.693, 4.118, 15.592
-182.146, 49.555, 4.130, 15.625
-182.144, 49.417, 4.142, 15.658
-182.142, 49.279, 4.155, 15.691
-182.140, 49.140, 4.167, 15.724
-182.138, 49.001, 4.180, 15.757
-182.137, 48.861, 4.192, 15.790
-182.135, 48.721, 4.205, 15.823
-182.133, 48.580, 4.217, 15.856
-182.131, 48.440, 4.230, 15.889
-182.129, 48.298, 4.242, 15.922
-182.127, 48.157, 4.255, 15.955
-182.125, 48.014, 4.268, 15.988
-182.123, 47.872, 4.280, 16.021
-182.122, 47.729, 4.293, 16.054
-182.120, 47.586, 4.306, 16.087
-182.118, 47.442, 4.318, 16.120
-182.116, 47.297, 4.331, 16.153
-182.114, 47.153, 4.344, 16.186
-182.112, 47.008, 4.357, 16.219
-182.111, 46.862, 4.370, 16.252
-182.109, 46.716, 4.383, 16.285
-182.107, 46.570, 4.396, 16.318
-182.105, 46.423, 4.409, 16.351
-182.103, 46.276, 4.422, 16.384
-182.101, 46.128, 4.435, 16.417
-182.100, 45.980, 4.448, 16.450
-182.098, 45.831, 4.461, 16.483
-182.096, 45.682, 4.475, 16.516
-182.094, 45.533, 4.488, 16.549
-182.093, 45.383, 4.501, 16.582
-182.091, 45.232, 4.515, 16.615
-182.089, 45.081, 4.528, 16.648
-182.087, 44.930, 4.542, 16.681
-182.086, 44.778, 4.555, 16.714
-182.084, 44.626, 4.569, 16.747
-182.082, 44.474, 4.582, 16.780
-182.080, 44.321, 4.596, 16.813
-182.079, 44.167, 4.610, 16.846
-182.077, 44.013, 4.624, 16.879
-182.075, 43.859, 4.638, 16.912
-182.073, 43.704, 4.651, 16.945
-182.072, 43.548, 4.665, 16.978
-182.070, 43.392, 4.679, 17.011
-182.068, 43.236, 4.693, 17.044
-182.067, 43.079, 4.708, 17.077
-182.065, 42.922, 4.722, 17.110
-182.063, 42.764, 4.736, 17.143
-182.061, 42.606, 4.750, 17.176
-182.060, 42.447, 4.765, 17.209
-182.058, 42.288, 4.779, 17.242
-182.056, 42.128, 4.794, 17.275
-182.055, 41.968, 4.808, 17.308
-182.053, 41.808, 4.823, 17.341
-182.051, 41.647, 4.837, 17.374
-182.050, 41.485, 4.852, 17.407
-182.048, 41.323, 4.867, 17.440
-182.046, 41.160, 4.881, 17.473
-182.045, 40.997, 4.896, 17.506
-182.043, 40.834, 4.911, 17.539
-182.042, 40.670, 4.926, 17.572
-182.040, 40.505, 4.941, 17.605
-182.038, 40.340, 4.956, 17.638
-182.037, 40.174, 4.972, 17.671
-182.035, 40.008, 4.987, 17.704
-182.033, 39.842, 5.002, 17.737
-182.032, 39.674, 5.017, 17.770
-182.030, 39.507, 5.033, 17.803
-182.029, 39.339, 5.048, 17.836
-182.027, 39.170, 5.064, 17.869
-182.025, 39.001, 5.079, 17.902
-182.024, 38.831, 5.093, 17.935
-182.022, 38.661, 5.102, 17.968
-182.021, 38.491, 5.098, 18.001
-182.019, 38.322, 5.081, 18.034
-182.017, 38.153, 5.065, 18.067
-182.016, 37.985, 5.052, 18.100
-182.014, 37.817, 5.041, 18.133
-182.013, 37.649, 5.034, 18.166
-182.011, 37.482, 5.029, 18.199
-182.010, 37.314, 5.026, 18.232
-182.008, 37.147, 5.026, 18.265
-182.007, 36.979, 5.029, 18.298
-182.005, 36.811, 5.033, 18.331
-182.004, 36.643, 5.040, 18.364
-182.002, 36.475, 5.048, 18.397
-182.001, 36.307, 5.059, 18.430
-181.999, 36.138, 5.071, 18.463
-181.998, 35.968, 5.085, 18.496
-181.996, 35.798, 5.100, 18.529
-181.994, 35.628, 5.117, 18.562
-181.993, 35.457, 5.135, 18.595
-181.991, 35.285, 5.154, 18.628
-181.990, 35.113, 5.175, 18.661
-181.989, 34.939, 5.196, 18.694
-181.987, 34.766, 5.219, 18.727
-181.986, 34.591, 5.242, 18.760
-181.984, 34.415, 5.266, 18.793
-181.982, 34.239, 5.290, 18.826
-181.981, 34.062, 5.316, 18.859
-181.979, 33.884, 5.341, 18.892
-181.978, 33.705, 5.368, 18.925
-181.976, 33.526, 5.394, 18.958
-181.975, 33.345, 5.421, 18.991
-181.973, 33.164, 5.448, 19.024
-181.972, 32.981, 5.475, 19.057
-181.970, 32.798, 5.503, 19.090
-181.969, 32.614, 5.530, 19.123
-181.967, 32.429, 5.558, 19.156
-181.966, 32.243, 5.585, 19.189
-181.964, 32.056, 5.613, 19.222
-181.963, 31.868, 5.640, 19.255
-181.961, 31.679, 5.667, 19.288
-181.960, 31.490, 5.695, 19.321
-181.958, 31.299, 5.722, 19.354
-181.957, 31.108, 5.749, 19.387
-181.955, 30.915, 5.775, 19.420
-181.954, 30.722, 5.802, 19.453
-181.952, 30.528, 5.829, 19.486
-181.951, 30.333, 5.855, 19.519
-181.949, 30.137, 5.881, 19.552
-181.948, 29.941, 5.907, 19.585
-181.946, 29.743, 5.932, 19.618
-181.945, 29.545, 5.958, 19.651
-181.943, 29.345, 5.983, 19.684
-181.942, 29.145, 6.008, 19.717
-181.940, 28.944, 6.033, 19.750
-181.938, 28.742, 6.058, 19.783
-181.937, 28.540, 6.082, 19.816
-181.935, 28.336, 6.107, 19.849
-181.934, 28.132, 6.131, 19.882
-181.932, 27.927, 6.155, 19.915
-181.931, 27.721, 6.179, 19.948
-181.929, 27.515, 6.202, 19.981
-181.928, 27.307, 6.226, 20.014
-181.926, 27.099, 6.250, 20.047
-181.925, 26.890, 6.273, 20.080
-181.923, 26.681, 6.296, 20.113
-181.922, 26.470, 6.319, 20.146
-181.920, 26.259, 6.342, 20.179
-181.919, 26.047, 6.365, 20.212
-181.917, 25.834, 6.388, 20.245
-181.916, 25.620, 6.411, 20.278
-181.914, 25.406, 6.434, 20.311
-181.913, 25.191, 6.457, 20.344
-181.911, 24.975, 6.480, 20.377
-181.910, 24.759, 6.502, 20.410
-181.908, 24.541, 6.525, 20.443
-181.907, 24.323, 6.548, 20.476
-181.905, 24.104, 6.571, 20.509
-181.904, 23.885, 6.593, 20.542
-181.902, 23.664, 6.616, 20.575
-181.900, 23.443, 6.639, 20.608
-181.899, 23.221, 6.662, 20.641
-181.897, 22.998, 6.685, 20.674
-181.896, 22.775, 6.708, 20.707
-181.894, 22.551, 6.731, 20.740
-181.893, 22.326, 6.754, 20.773
-181.891, 22.100, 6.777, 20.806
-181.890, 21.873, 6.799, 20.839
-181.888, 21.646, 6.822, 20.872
-181.887, 21.418, 6.844, 20.905
-181.885, 21.189, 6.867, 20.938
-181.884, 20.960, 6.889, 20.971
-181.882, 20.730, 6.912, 21.004
-181.881, 20.499, 6.934, 21.037
-181.879, 20.267, 6.956, 21.070
-181.878, 20.034, 6.978, 21.103
-181.876, 19.801, 7.000, 21.136
-181.875, 19.567, 7.023, 21.169
-181.873, 19.333, 7.045, 21.202
-181.872, 19.097, 7.067, 21.235
-181.870, 18.861, 7.090, 21.268
-181.869, 18.624, 7.112, 21.301
-181.867, 18.386, 7.134, 21.334
-181.866, 18.148, 7.157, 21.367
-181.864, 17.909, 7.179, 21.400
-181.862, 17.669, 7.202, 21.433
-181.861, 17.428, 7.225, 21.466
-181.859, 17.187, 7.248, 21.499
-181.858, 16.945, 7.271, 21.532
-181.856, 16.702, 7.294, 21.565
-181.855, 16.458, 7.317, 21.598
-181.853, 16.213, 7.340, 21.631
-181.852, 15.968, 7.363, 21.664
-181.850, 15.722, 7.387, 21.697
-181.849, 15.475, 7.410, 21.730
-181.847, 15.228, 7.434, 21.763
-181.846, 14.979, 7.457, 21.796
-181.844, 14.730, 7.481, 21.829
-181.843, 14.480, 7.505, 21.862
-181.841, 14.229, 7.529, 21.895
-181.839, 13.978, 7.552, 21.928
-181.838, 13.725, 7.576, 21.961
-181.836, 13.472, 7.600, 21.994
-181.835, 13.218, 7.624, 22.027
-181.833, 12.963, 7.648, 22.060
-181.832, 12.708, 7.672, 22.093
-181.830, 12.452, 7.696, 22.126
-181.828, 12.194, 7.720, 22.159
-181.827, 11.937, 7.744, 22.192
-181.825, 11.678, 7.768, 22.225
-181.824, 11.418, 7.792, 22.258
-181.822, 11.158, 7.817, 22.291
-181.821, 10.897, 7.841, 22.324
-181.819, 10.635, 7.865, 22.357
-181.817, 10.372, 7.890, 22.390
-181.816, 10.108, 7.914, 22.423
-181.814, 9.844, 7.939, 22.456
-181.813, 9.579, 7.964, 22.489
-181.811, 9.313, 7.988, 22.522
-181.809, 9.046, 8.013, 22.555
-181.808, 8.778, 8.038, 22.588
-181.806, 8.509, 8.064, 22.621
-181.805, 8.240, 8.089, 22.654
-181.803, 7.970, 8.114, 22.687
-181.801, 7.699, 8.140, 22.720
-181.800, 7.427, 8.166, 22.753
-181.798, 7.154, 8.191, 22.786
-181.797, 6.880, 8.217, 22.819
-181.795, 6.605, 8.243, 22.852
-181.793, 6.330, 8.270, 22.885
-181.792, 6.054, 8.296, 22.918
-181.790, 5.777, 8.322, 22.951
-181.788, 5.498, 8.349, 22.984
-181.787, 5.219, 8.376, 23.017
